"","X","Area","Area.S","segment","Julian.Date","Season","Survey","Effort","Beaufort","Glare","Subjective","SST","DEPTH","DIST2SHORE","DIST125","phat","g0_ship","ds_ship","g0_plane","ds_plane","Species_DS_Num","Species_Hab_Num","NSights"
"6100",6100,100,2.835,"3025113.2012.39",308,3,2,1.575,4.5,3,2,10.86386585,-51.82633972,12.32897091,28733.06579,0.050154667,-9999,-9999,0.67,0.20015431,-9999,1,0
"6103",6103,100,6.2532,"3025330.2012.39",308,3,2,3.474,3.2,3,3,11.66004944,-70.72734833,8.398192406,13071.10412,0.099412427,-9999,-9999,0.67,0.396729298,-9999,1,0
"6106",6106,100,19.458,"3025331.2012.39",308,3,2,10.81,3.39,3,3,11.96481228,-64.31013489,7.764243126,16838.05063,0.090190932,-9999,-9999,0.67,0.359928695,-9999,1,0
"6109",6109,100,8.4924,"3025338.2012.39",308,3,2,4.718,3,3,3,12.47229385,-174.8776703,43.24688721,19572.8245,0.109959466,-9999,-9999,0.67,0.438819802,-9999,1,0
"6112",6112,100,17.4348,"3025339.2012.39",308,3,2,9.686,3.057,3,3,12.49525166,-166.0146027,48.19688034,22792.03585,0.106865076,-9999,-9999,0.67,0.42647089,-9999,1,0
"6115",6115,100,12.0546,"3025351.2012.39",308,3,2,6.697,4.8,3,1.333,11.69562054,-108.8856659,34.34447479,7972.800077,0.042672392,-9999,-9999,0.67,0.170294486,-9999,1,0
"6118",6118,100,10.4184,"3025352.2012.39",308,3,2,5.788,4.8,3,1.333,11.20850277,-84.86277771,26.0236454,17881.25625,0.042672392,-9999,-9999,0.67,0.170294486,-9999,1,0
"6121",6121,100,5.7528,"3025571.2012.39",308,3,2,3.196,3.7,3,3,12.04319763,-88.55838776,15.93692207,8617.69433,0.07675245,-9999,-9999,0.67,0.306299187,-9999,1,0
"6124",6124,100,19.9494,"3025572.2012.39",308,3,2,11.083,3.7,3,3,12.03994274,-94.17128754,15.50984764,4924.602432,0.07675245,-9999,-9999,0.67,0.306299187,-9999,1,0
"6127",6127,100,7.5726,"3025579.2012.39",308,3,2,4.207,3.2,3,3,12.51000404,-190.9009399,56.88653183,32005.85796,0.099412427,-9999,-9999,0.67,0.396729298,-9999,1,0
"6130",6130,100,18.3582,"3025580.2012.39",308,3,2,10.199,3.2,3,3,12.58500004,-224.7093506,62.28164291,36472.77524,0.099412427,-9999,-9999,0.67,0.396729298,-9999,1,0
"6133",6133,100,4.5486,"3025590.2012.39",308,3,2,2.527,4.5,3,1.333,12.20115757,-114.6081848,48.05273438,2533.205924,0.050154667,-9999,-9999,0.67,0.20015431,-9999,1,0
"6136",6136,100,17.9604,"3025591.2012.39",308,3,2,9.978,4.529,3,1.333,11.61231613,-103.6649475,39.94409943,9577.153498,0.049379147,-9999,-9999,0.67,0.197059411,-9999,1,0
"6139",6139,100,5.2686,"3025812.2012.39",308,3,2,2.927,3.7,3,3,12.01596928,-115.6487198,24.97574043,2286.455696,0.07675245,-9999,-9999,0.67,0.306299187,-9999,1,0
"6142",6142,100,20.4336,"3025813.2012.39",308,3,2,11.352,3.7,3,3,12.11947155,-136.1197052,28.39977264,2158.675573,0.07675245,-9999,-9999,0.67,0.306299187,-9999,1,0
"6145",6145,100,6.6474,"3025820.2012.39",308,3,2,3.693,3.2,3,3,12.55440998,-235.295578,70.5384903,45151.66589,0.099412427,-9999,-9999,0.67,0.396729298,-9999,1,0
"6148",6148,100,19.2852,"3025821.2012.39",308,3,2,10.714,3.2,3,3,12.66793156,-244.1428223,75.34275055,50237.57546,0.099412427,-9999,-9999,0.67,0.396729298,-9999,1,0
"6151",6151,100,19.7082,"3025830.2012.39",308,3,2,10.949,4.5,3,1.333,12.16176796,-123.6771851,53.02748108,514.8114105,0.050154667,-9999,-9999,0.67,0.20015431,-9999,1,1
"6154",6154,100,4.7844,"3026053.2012.39",308,3,2,2.658,3.7,3,3,12.17019653,-131.1077271,37.05278778,170.2191454,0.07675245,-9999,-9999,0.67,0.306299187,-9999,1,0
"6157",6157,100,20.9178,"3026054.2012.39",308,3,2,11.621,3.7,3,3,12.23207092,-131.7340698,42.52362442,2135.005601,0.07675245,-9999,-9999,0.67,0.306299187,-9999,1,0
"6160",6160,100,5.7204,"3026061.2012.39",308,3,2,3.178,3.2,3,3,12.69245052,-246.4559631,84.20263672,58761.98472,0.099412427,-9999,-9999,0.67,0.396729298,-9999,1,0
"6163",6163,100,20.2104,"3026062.2012.39",308,3,2,11.228,3.2,3,3,12.81562424,-233.3044281,89.90505981,64096.73969,0.099412427,-9999,-9999,0.67,0.396729298,-9999,1,0
"6166",6166,100,4.2984,"3026294.2012.39",308,3,2,2.388,3.7,3,3,12.39681149,-121.7782364,50.62968063,549.8078316,0.07675245,-9999,-9999,0.67,0.306299187,-9999,1,0
"6169",6169,100,21.402,"3026295.2012.39",308,3,2,11.89,3.7,3,3,12.41737366,-163.9301758,56.24032593,7036.563861,0.07675245,-9999,-9999,0.67,0.306299187,-9999,1,0
"6172",6172,100,4.7952,"3026302.2012.39",308,3,2,2.664,3.2,3,3,12.83527184,-248.0442963,97.87885284,70613.77166,0.099412427,-9999,-9999,0.67,0.396729298,-9999,1,0
"6175",6175,100,21.1356,"3026303.2012.39",308,3,2,11.742,3.2,3,3,12.84883118,-216.1321716,103.5935669,62612.05231,0.099412427,-9999,-9999,0.67,0.396729298,-9999,1,0
"6178",6178,100,3.8142,"3026535.2012.39",308,3,2,2.119,3.7,3,3,12.42381573,-182.0461121,64.21904755,11585.91795,0.07675245,-9999,-9999,0.67,0.306299187,-9999,1,0
"6181",6181,100,21.8862,"3026536.2012.39",308,3,2,12.159,3.7,3,3,12.47895813,-174.2467346,69.84213257,20897.12031,0.07675245,-9999,-9999,0.67,0.306299187,-9999,1,0
"6184",6184,100,3.87,"3026543.2012.39",308,3,2,2.15,3.2,3,3,12.86682892,-211.9081421,111.5670166,64645.783,0.099412427,-9999,-9999,0.67,0.396729298,-9999,1,1
"6187",6187,100,22.0464,"3026544.2012.39",308,3,2,12.248,3.2,3,3,12.86783504,-192.3389893,116.9096146,54655.302,0.099412427,-9999,-9999,0.67,0.396729298,-9999,1,0
"6190",6190,100,3.33,"3026776.2012.39",308,3,2,1.85,3.7,3,3,12.45182228,-184.1508331,77.82077026,24051.01784,0.07675245,-9999,-9999,0.67,0.306299187,-9999,1,0
"6193",6193,100,22.3938,"3026777.2012.39",308,3,2,12.441,3.728,3,3,12.61409187,-190.5650787,83.5772171,33457.13928,0.075632549,-9999,-9999,0.67,0.301829949,-9999,1,0
"6196",6196,100,2.9772,"3026784.2012.39",308,3,2,1.654,3.2,3,3,12.89114952,-184.3937988,119.9352875,55777.09027,0.099412427,-9999,-9999,0.67,0.396729298,-9999,1,0
"6199",6199,100,6.5232,"3026785.2012.39",308,3,2,3.624,3.755,3,2.769,12.93602085,-180.4001007,110.6550903,46004.83046,0.074566844,-9999,-9999,0.67,0.297576997,-9999,1,0
"6202",6202,100,2.7846,"3027017.2012.39",308,3,2,1.547,3.9,3,3,12.59489727,-201.7755127,91.7806778,37571.75056,0.069076794,-9999,-9999,0.67,0.275667628,-9999,1,0
"6205",6205,100,22.032,"3027018.2012.39",308,3,2,12.24,3.9,3,2.88,12.76669979,-200.7652283,97.68437195,46395.74527,0.069076794,-9999,-9999,0.67,0.275667628,-9999,1,0
"6208",6208,100,2.0556,"3027025.2012.39",308,3,2,1.142,3.8,3,2.75,12.93037128,-192.4059448,114.657814,49309.04572,0.072821311,-9999,-9999,0.67,0.290611025,-9999,1,0
"6211",6211,100,23.877,"3027026.2012.39",308,3,2,13.265,3.712,3,2.75,12.95371246,-209.531601,105.4357529,40351.21018,0.076270648,-9999,-9999,0.67,0.304376438,-9999,1,0
"6214",6214,100,2.385,"3027258.2012.39",308,3,2,1.325,3.9,3,2.667,12.83840466,-188.5283051,105.7707596,51427.82755,0.069076794,-9999,-9999,0.67,0.275667628,-9999,1,0
"6217",6217,100,23.3208,"3027259.2012.39",308,3,2,12.956,3.9,3,2.667,12.89342117,-181.2813263,111.6820297,59881.13339,0.069076794,-9999,-9999,0.67,0.275667628,-9999,1,0
"6220",6220,100,1.1268,"3027266.2012.39",308,3,2,0.626,3.4,3,2.75,12.93791962,-238.2580719,110.3282471,44114.41514,0.089726777,-9999,-9999,0.67,0.358076369,-9999,1,0
"6223",6223,100,24.8022,"3027267.2012.39",308,3,2,13.779,3.528,3,2.75,12.92274761,-225.669754,101.7166519,35493.13785,0.08396869,-9999,-9999,0.67,0.335097336,-9999,1,2
"6226",6226,100,1.8936,"3027499.2012.39",308,3,2,1.052,3.9,3,2.667,12.91708946,-184.2564087,119.6988297,63283.91693,0.069076794,-9999,-9999,0.67,0.275667628,-9999,1,0
"6229",6229,100,23.8068,"3027500.2012.39",308,3,2,13.226,3.723,3,2.667,12.88142395,-167.5175171,125.6266479,72640.71733,0.075831428,-9999,-9999,0.67,0.302623624,-9999,1,0
"6232",6232,100,0.2052,"3027507.2012.39",308,3,2,0.114,3.2,3,2.75,12.91788387,-225.7772217,107.7346878,41327.29129,0.099412427,-9999,-9999,0.67,0.396729298,-9999,1,0
"6235",6235,100,25.0002,"3027508.2012.39",308,3,2,13.889,3.2,3,2.75,12.95642281,-204.2573242,100.2923431,33998.73729,0.099412427,-9999,-9999,0.67,0.396729298,-9999,1,0
"6238",6238,100,0.7326,"3027509.2012.39",308,3,2,0.407,3.2,3,2.75,12.99527645,-189.8723907,92.99993134,26641.23958,0.099412427,-9999,-9999,0.67,0.396729298,-9999,1,0
"6241",6241,100,1.9548,"3027719.2012.39",308,3,2,1.086,2.3,3,3,11.77469826,-67.7566452,15.98382282,11449.01378,0.153365696,-9999,-9999,0.67,0.612042844,-9999,1,0
"6244",6244,100,19.9638,"3027720.2012.39",308,3,2,11.091,1.386,3,3.506,11.67385578,-97.15068054,24.3428936,4628.263862,0.21568613,-9999,-9999,0.67,0.860747585,-9999,1,0
"6247",6247,100,1.413,"3027740.2012.39",308,3,2,0.785,3.6,3,2.667,12.94351673,-191.1901703,133.6821594,69988.31385,0.080876529,-9999,-9999,0.67,0.322757319,-9999,1,0
"6250",6250,100,24.2856,"3027741.2012.39",308,3,2,13.492,4.052,3,2.487,12.97766113,-194.579361,139.5633087,79813.43036,0.063727749,-9999,-9999,0.67,0.254320971,-9999,1,0
"6253",6253,100,24.2676,"3027749.2012.39",308,3,2,13.482,3.2,3,2.75,13.08649063,-188.0623779,100.9573517,26401.27116,0.099412427,-9999,-9999,0.67,0.396729298,-9999,1,0
"6256",6256,100,1.6686,"3027750.2012.39",308,3,2,0.927,3.2,3,2.75,13.09396839,-184.9596252,94.58459473,16621.18206,0.099412427,-9999,-9999,0.67,0.396729298,-9999,1,0
"6259",6259,100,5.0814,"3027960.2012.39",308,3,2,2.823,1.2,3,4,11.78882599,-109.6181946,23.27956009,301.6340041,0.226160412,-9999,-9999,0.67,0.902547736,-9999,1,0
"6262",6262,100,20.0772,"3027961.2012.39",308,3,2,11.154,1.2,3,4,11.74104977,-89.20262146,30.72038269,3202.661563,0.226160412,-9999,-9999,0.67,0.902547736,-9999,1,0
"6265",6265,100,0.9342,"3027981.2012.39",308,3,2,0.519,4.2,3,2.333,13.13495731,-187.3253784,147.6035004,76566.5165,0.05889665,-9999,-9999,0.67,0.235041304,-9999,1,0
"6268",6268,100,24.7698,"3027982.2012.39",308,3,2,13.761,4.2,3,2.333,13.20712376,-188.7237396,153.7067566,72522.5173,0.05889665,-9999,-9999,0.67,0.235041304,-9999,1,0
"6271",6271,100,23.3316,"3027990.2012.39",308,3,2,12.962,3.498,3,2.75,13.18881893,-184.6469116,102.6465149,21529.86669,0.085288019,-9999,-9999,0.67,0.340362437,-9999,1,0
"6274",6274,100,2.6064,"3027991.2012.39",308,3,2,1.448,3.7,3,2.75,13.16503811,-168.6911316,97.55065155,15575.14528,0.07675245,-9999,-9999,0.67,0.306299187,-9999,1,0
"6277",6277,100,5.688,"3028201.2012.39",308,3,2,3.16,1.2,3,4,11.70370197,-70.18809509,24.29245567,7692.976397,0.226160412,-9999,-9999,0.67,0.902547736,-9999,1,0
"6280",6280,100,19.413,"3028202.2012.39",308,3,2,10.785,1.329,3,3.678,11.87020302,-93.27881622,33.85394669,5005.058114,0.219058072,-9999,-9999,0.67,0.874204133,-9999,1,0
"6283",6283,100,0.4464,"3028222.2012.39",308,3,2,0.248,4.2,3,2.333,13.36378956,-191.9506683,161.6836853,63472.41727,0.05889665,-9999,-9999,0.67,0.235041304,-9999,1,0
"6286",6286,100,25.209,"3028223.2012.39",308,3,2,14.005,3.718,3,2.333,13.43021488,-199.7037811,158.0095367,59386.61001,0.076030785,-9999,-9999,0.67,0.303419209,-9999,1,0
"6289",6289,100,0.0576,"3028224.2012.39",308,3,2,0.032,3.7,3,2.333,13.47679043,-216.1239319,149.9825745,55705.23223,0.07675245,-9999,-9999,0.67,0.306299187,-9999,1,0
"6292",6292,100,22.3974,"3028231.2012.39",308,3,2,12.443,3.766,3,2.695,13.17580891,-216.0019531,106.5190353,23827.92082,0.074136636,-9999,-9999,0.67,0.295860149,-9999,1,0
"6295",6295,100,3.5316,"3028232.2012.39",308,3,2,1.962,4,3,2.5,13.21969032,-211.9772034,102.342514,17032.22768,0.065512335,-9999,-9999,0.67,0.261442794,-9999,1,0
"6298",6298,100,6.444,"3028442.2012.39",308,3,2,3.58,1.4,3,3.5,11.95009136,-85.1251297,31.63134384,7162.736087,0.214838403,-9999,-9999,0.67,0.857364525,-9999,1,0
"6301",6301,100,18.5976,"3028443.2012.39",308,3,2,10.332,1.4,3,3.5,12.14830303,-113.0955353,41.80853653,2421.945176,0.214838403,-9999,-9999,0.67,0.857364525,-9999,1,0
"6304",6304,100,25.1208,"3028464.2012.39",308,3,2,13.956,3.926,3,2.333,13.66323948,-239.495636,156.9419708,46403.4129,0.068132983,-9999,-9999,0.67,0.271901121,-9999,1,0
"6307",6307,100,0.6246,"3028465.2012.39",308,3,2,0.347,4,3,2.333,13.70982647,-290.9710999,149.5901031,43152.65679,0.065512335,-9999,-9999,0.67,0.261442794,-9999,1,0
"6310",6310,100,21.492,"3028472.2012.39",308,3,2,11.94,4,3,2.5,13.32770348,-282.2049561,112.1611786,25743.08537,0.065512335,-9999,-9999,0.67,0.261442794,-9999,1,0
"6313",6313,100,4.419,"3028473.2012.39",308,3,2,2.455,4,3,2.5,13.43996906,-258.4304199,109.1452179,20959.01827,0.065512335,-9999,-9999,0.67,0.261442794,-9999,1,0
"6316",6316,5.117637,0.981,"3028677.2012.39",308,3,2,0.545,2,0,3.25,11.78119183,-10,0,33453.36644,0.174249205,-9999,-9999,0.67,0.695383532,-9999,1,0
"6319",6319,37.099029,0.5076,"3028678.2012.39",308,3,2,0.282,2,0,3.25,11.47317505,-10,0.167909533,23468.62877,0.174249205,-9999,-9999,0.67,0.695383532,-9999,1,0
"6322",6322,100,7.2936,"3028683.2012.39",308,3,2,4.052,1.4,3,3.5,12.04201031,-106.5023117,41.18576813,3247.407174,0.214838403,-9999,-9999,0.67,0.857364525,-9999,1,0
"6325",6325,100,17.7498,"3028684.2012.39",308,3,2,9.861,1.4,3,3.5,12.21652985,-151.1568298,51.34472656,6581.51714,0.214838403,-9999,-9999,0.67,0.857364525,-9999,1,0
"6328",6328,100,23.8212,"3028705.2012.39",308,3,2,13.234,4.066,3,2.333,13.92790031,-316.4483337,156.9423676,33541.5594,0.063255169,-9999,-9999,0.67,0.252435026,-9999,1,0
"6331",6331,100,1.125,"3028706.2012.39",308,3,2,0.625,4.2,3,2.333,13.889081,-344.1264038,150.325531,31053.06711,0.05889665,-9999,-9999,0.67,0.235041304,-9999,1,0
"6334",6334,100,20.574,"3028713.2012.39",308,3,2,11.43,3.583,3,2.848,13.55026913,-282.5238647,119.111908,24817.65418,0.081597245,-9999,-9999,0.67,0.325633509,-9999,1,0
"6337",6337,100,5.382,"3028714.2012.39",308,3,2,2.99,3.4,3,3,13.60609055,-247.1320038,116.9586411,25422.26333,0.089726777,-9999,-9999,0.67,0.358076369,-9999,1,0
"6340",6340,100,24.7032,"3028918.2012.39",308,3,2,13.724,2,0,3.25,11.76142216,-47.35549545,7.467153072,24896.33991,0.174249205,-9999,-9999,0.67,0.695383532,-9999,1,0
"6343",6343,100,7.1946,"3028924.2012.39",308,3,2,3.997,1.4,3,3.5,12.06538868,-159.9613342,46.57920837,4142.355476,0.214838403,-9999,-9999,0.67,0.857364525,-9999,1,0
"6346",6346,100,16.1946,"3028925.2012.39",308,3,2,8.997,1.968,3,3.367,12.21681213,-216.9168549,50.29400635,13802.59698,0.176506717,-9999,-9999,0.67,0.704392679,-9999,1,0
"6349",6349,100,23.9418,"3028946.2012.39",308,3,2,13.301,4.2,3,2.333,14.01517677,-306.3278503,158.1296692,21407.05186,0.05889665,-9999,-9999,0.67,0.235041304,-9999,1,1
"6352",6352,100,1.9206,"3028947.2012.39",308,3,2,1.067,4.2,3,2.333,13.93885517,-299.7554626,152.2725525,18346.76589,0.05889665,-9999,-9999,0.67,0.235041304,-9999,1,0
"6355",6355,100,19.5876,"3028954.2012.39",308,3,2,10.882,3.4,3,3,13.83894634,-230.0785522,126.924408,15518.22418,0.089726777,-9999,-9999,0.67,0.358076369,-9999,1,0
"6358",6358,100,6.3846,"3028955.2012.39",308,3,2,3.547,3.4,3,3,13.78816605,-224.1743164,126.4559479,14201.59155,0.089726777,-9999,-9999,0.67,0.358076369,-9999,1,0
"6361",6361,100,1.0692,"3029158.2012.39",308,3,2,0.594,2,0,3.25,11.78155231,-51.91944504,13.13749218,28267.67891,0.174249205,-9999,-9999,0.67,0.695383532,-9999,1,0
"6364",6364,100,23.6358,"3029159.2012.39",308,3,2,13.131,2,0,3.25,11.71027565,-78.71385956,19,19483.59432,0.174249205,-9999,-9999,0.67,0.695383532,-9999,1,0
"6367",6367,100,8.2278,"3029165.2012.39",308,3,2,4.571,2.18,3,3,12.01772022,-224.9964752,40.65188599,12930.39566,0.161627948,-9999,-9999,0.67,0.645015356,-9999,1,0
"6370",6370,100,16.9272,"3029166.2012.39",308,3,2,9.404,2.5,3,3,12.09858799,-251.774704,45.28359985,21405.94295,0.140032061,-9999,-9999,0.67,0.558831754,-9999,1,0
"6373",6373,100,21.3084,"3029187.2012.39",308,3,2,11.838,4.2,3,2.333,14.19849396,-227.0111237,160.7912292,8974.192959,0.05889665,-9999,-9999,0.67,0.235041304,-9999,1,0
"6376",6376,100,0.4068,"3029191.2012.39",308,3,2,0.226,4,3,2.5,13.8728199,-215.1453857,143.3954163,5919.349455,0.065512335,-9999,-9999,0.67,0.261442794,-9999,1,0
"6379",6379,100,18.585,"3029195.2012.39",308,3,2,10.325,3.4,3,3,13.82825089,-191.8776245,136.5006256,4227.867696,0.089726777,-9999,-9999,0.67,0.358076369,-9999,1,0
"6382",6382,100,7.3872,"3029196.2012.39",308,3,2,4.104,3.4,3,3,13.61462498,-218.2836609,136.6171875,5169.421198,0.089726777,-9999,-9999,0.67,0.358076369,-9999,1,0
"6385",6385,100,4.2552,"3029197.2012.39",308,3,2,2.364,3.7,3,3,13.55452824,-221.4866943,136.9992218,9497.856415,0.07675245,-9999,-9999,0.67,0.306299187,-9999,1,0
"6388",6388,100,2.646,"3029399.2012.39",308,3,2,1.47,2,0,3.25,11.73473454,-62.11856842,15.13242245,26205.65356,0.174249205,-9999,-9999,0.67,0.695383532,-9999,1,0
"6391",6391,100,22.059,"3029400.2012.39",308,3,2,12.255,2,0,3.25,11.60313606,-79.55393219,22.99276161,20640.27822,0.174249205,-9999,-9999,0.67,0.695383532,-9999,1,0
"6394",6394,100,8.838,"3029406.2012.39",308,3,2,4.91,2.5,3,3,12.05501747,-238.2164001,36.99298477,17303.92003,0.140032061,-9999,-9999,0.67,0.558831754,-9999,1,0
"6397",6397,100,16.3188,"3029407.2012.39",308,3,2,9.066,2.763,3,3,12.3106184,-239.3795624,44.22713852,22082.10735,0.123575536,-9999,-9999,0.67,0.493158019,-9999,1,0
"6400",6400,100,18.2412,"3029431.2012.39",308,3,2,10.134,4,3,2.5,13.88363075,-98.32704926,153.3651733,4080.648571,0.065512335,-9999,-9999,0.67,0.261442794,-9999,1,0
"6403",6403,100,0.7974,"3029436.2012.39",308,3,2,0.443,3.4,3,3,13.6940918,-109.5382614,146.5809326,3996.571612,0.089726777,-9999,-9999,0.67,0.358076369,-9999,1,0
"6406",6406,100,18.3024,"3029437.2012.39",308,3,2,10.168,3.7,3,3,13.58563709,-153.9701691,146.924118,1536.525406,0.07675245,-9999,-9999,0.67,0.306299187,-9999,1,0
"6409",6409,100,18.3024,"3029677.2012.39",308,3,2,10.168,3.7,3,3,13.68153191,-117.7013168,156.8494415,1089.176122,0.07675245,-9999,-9999,0.67,0.306299187,-9999,1,0
"6412",6412,100,4.2228,"3029640.2012.39",308,3,2,2.346,2,0,3.25,11.84801483,-62.18540192,18.85334969,30104.09623,0.174249205,-9999,-9999,0.67,0.695383532,-9999,1,0
"6415",6415,100,20.4822,"3029641.2012.39",308,3,2,11.379,2,0,3.25,11.73706818,-50.52639008,19.31716347,23012.76134,0.174249205,-9999,-9999,0.67,0.695383532,-9999,1,0
"6418",6418,100,9.4482,"3029647.2012.39",308,3,2,5.249,3,3,3,12.3488493,-232.1267395,38.52225876,15690.75563,0.109959466,-9999,-9999,0.67,0.438819802,-9999,1,0
"6421",6421,100,15.705,"3029648.2012.39",308,3,2,8.725,3,3,3,12.62903118,-213.582016,47.12486267,25026.85247,0.109959466,-9999,-9999,0.67,0.438819802,-9999,1,0
"6424",6424,100,18.0486,"3029671.2012.39",308,3,2,10.027,4,3,2.5,13.77474117,-72.80615234,162.7745056,14080.6472,0.065512335,-9999,-9999,0.67,0.261442794,-9999,1,0
"6427",6427,100,5.7996,"3029881.2012.39",308,3,2,3.222,2,0,3.25,11.9211731,-52.88640213,12.36913013,26886.04428,0.174249205,-9999,-9999,0.67,0.695383532,-9999,1,0
"6430",6430,94.800537,11.1222,"3029882.2012.39",308,3,2,6.179,2,0,3.25,11.71811008,-48.40403748,5.872487545,18984.57863,0.174249205,-9999,-9999,0.67,0.695383532,-9999,1,0
"6433",6433,100,9.9612,"3029888.2012.39",308,3,2,5.534,3.174,3,3,12.62844086,-205.4613647,41.99221802,23484.65748,0.100734493,-9999,-9999,0.67,0.402005321,-9999,1,0
"6436",6436,100,5.3676,"3029889.2012.39",308,3,2,2.982,3.2,3,3,12.821805,-201.6662903,51.23775101,30535.19188,0.099412427,-9999,-9999,0.67,0.396729298,-9999,1,0
"6439",6439,100,11.3526,"3029910.2012.39",308,3,2,6.307,4,3,2.5,13.67894077,-63.15085602,175.5024567,23894.60361,0.065512335,-9999,-9999,0.67,0.261442794,-9999,1,0
"6442",6442,100,6.8958,"3029911.2012.39",308,3,2,3.831,4,3,2.5,13.62830544,-67.43720245,172.3054047,24080.6451,0.065512335,-9999,-9999,0.67,0.261442794,-9999,1,0
"6445",6445,100,18.288,"3029917.2012.39",308,3,2,10.16,3.556,3,3,13.81224728,-108.9423294,166.7751617,1114.698962,0.082753796,-9999,-9999,0.67,0.330249005,-9999,1,0
"6448",6448,100,18.288,"3031835.2012.39",308,3,2,10.16,3.4,3,3,14.54572392,-177.6538086,246.3732605,5375.57849,0.089726777,-9999,-9999,0.67,0.330249005,-9999,1,0
"6451",6451,100,18.288,"3032075.2012.39",308,3,2,10.16,3.4,3,3,14.76432514,-398.6906128,256.34021,6434.420231,0.089726777,-9999,-9999,0.67,0.330249005,-9999,1,0
"6454",6454,100,18.288,"3032315.2012.39",308,3,2,10.16,3.4,3,3,15.01301479,-668.5157471,266.307312,8063.461946,0.089726777,-9999,-9999,0.67,0.330249005,-9999,1,0
"6457",6457,100,18.2484,"3030150.2012.39",308,3,2,10.138,4,3,2.5,13.74751854,-64.07611084,184.4740448,33893.46896,0.065512335,-9999,-9999,0.67,0.261442794,-9999,1,0
"6460",6460,100,18.2484,"3030390.2012.39",308,3,2,10.138,3.822,3,2.5,13.97942352,-62.29720306,194.4458771,43892.85146,0.071981731,-9999,-9999,0.67,0.261442794,-9999,1,0
"6463",6463,100,18.2484,"3030630.2012.39",308,3,2,10.138,3.8,3,2.5,14.13318825,-60.72058105,204.1473236,48034.8559,0.072821311,-9999,-9999,0.67,0.261442794,-9999,1,0
"6466",6466,100,18.2484,"3030870.2012.39",308,3,2,10.138,3.8,3,2.5,14.28659153,-62.14365387,213.3901672,42286.30203,0.072821311,-9999,-9999,0.67,0.261442794,-9999,1,0
"6469",6469,100,18.2484,"3031110.2012.39",308,3,2,10.138,3.8,3,2.5,14.30892944,-60.7689743,223.3626099,37007.28832,0.072821311,-9999,-9999,0.67,0.261442794,-9999,1,0
"6472",6472,100,18.2484,"3031589.2012.39",308,3,2,10.138,3.8,3,2.5,14.45319748,-60.17164993,242.6003418,42715.24903,0.072821311,-9999,-9999,0.67,0.261442794,-9999,1,0
"6475",6475,100,18.2484,"3032069.2012.39",308,3,2,10.138,3.8,3,2.5,14.57650185,-64.3921814,242.1035767,44898.15834,0.072821311,-9999,-9999,0.67,0.261442794,-9999,1,0
"6478",6478,100,18.2484,"3032309.2012.39",308,3,2,10.138,3.8,3,2.5,14.77876091,-67.31069183,242.0809021,37791.11078,0.072821311,-9999,-9999,0.67,0.261442794,-9999,1,0
"6481",6481,100,18.2484,"3032549.2012.39",308,3,2,10.138,3.895,3,2.5,15.09877968,-74.57525635,242.0611572,29651.51281,0.069259688,-9999,-9999,0.67,0.261442794,-9999,1,0
"6484",6484,100,18.2484,"3033028.2012.39",308,3,2,10.138,4,3,2.5,15.91552544,-92.16597748,234.8294525,19080.97053,0.065512335,-9999,-9999,0.67,0.261442794,-9999,1,0
"6487",6487,100,16.3368,"3030156.2012.39",308,3,2,9.076,3.4,3,3,13.88326168,-86.90855408,176.4734192,12492.20516,0.089726777,-9999,-9999,0.67,0.358076369,-9999,1,0
"6490",6490,100,1.9368,"3030157.2012.39",308,3,2,1.076,3.4,3,3,13.90124798,-99.50743866,176.7012634,5317.095707,0.089726777,-9999,-9999,0.67,0.358076369,-9999,1,0
"6493",6493,100,18.2736,"3030396.2012.39",308,3,2,10.152,3.4,3,3,13.89697933,-88.63327789,186.437973,17220.73564,0.089726777,-9999,-9999,0.67,0.358076369,-9999,1,0
"6496",6496,100,18.2736,"3030636.2012.39",308,3,2,10.152,3.4,3,3,13.93112469,-91.79151917,196.40271,16972.1941,0.089726777,-9999,-9999,0.67,0.358076369,-9999,1,0
"6499",6499,100,9.855,"3030846.2012.39",308,3,2,5.475,1.2,3,3.5,12.15745354,-73.64232635,11.67310047,5617.038628,0.226160412,-9999,-9999,0.67,0.902547736,-9999,1,0
"6502",6502,100,18.0468,"3030876.2012.39",308,3,2,10.026,3.4,3,3,14.00924969,-95.58830261,206.3676147,8579.141441,0.089726777,-9999,-9999,0.67,0.358076369,-9999,1,0
"6505",6505,100,18.3672,"3031086.2012.39",308,3,2,10.204,1.2,3,3.357,12.27851868,-34.74267197,11.99919128,12932.848,0.226160412,-9999,-9999,0.67,0.902547736,-9999,1,0
"6508",6508,100,18.2862,"3031116.2012.39",308,3,2,10.159,3.4,3,3,14.2270956,-195.8272095,216.3326721,1119.964262,0.089726777,-9999,-9999,0.67,0.358076369,-9999,1,0
"6511",6511,100,18.3978,"3031326.2012.39",308,3,2,10.221,1.2,3,3.25,12.4616375,-21.26191711,15.32076168,20543.03297,0.226160412,-9999,-9999,0.67,0.902547736,-9999,1,0
"6514",6514,100,18.3978,"3031566.2012.39",308,3,2,10.221,1.2,3,3.25,12.51745129,-16.88648796,17.63803482,28930.61531,0.226160412,-9999,-9999,0.67,0.902547736,-9999,1,0
