"","segment","Effort","TRIPID","TripID_Num","survey","Season","SIGHTTIME","USEDINEST","CLOUDCOVERAGE","TURBIDITY","beaufort","SUBJ_WAVG","GLAREMAG_WAVG","CELLAREA_KM2","object","SPECIES","Species_Hab_Num","detected","SIGHTLAT","SIGHTLON","observer","TEAM","OBSERVER_Name","BEHAVIOR","CUE","SWELLHEIGHT","distance","AVAILAFT","TRANSECT","SWIMDIR","size","ECOREGION","survey.1","plat.id","surv.id","Region.Label","Sample.Label","JD"
"3040","3031568.2011.30",7.43,"TONE11SUM",3,2,2,NA,"",NA,NA,1.3,3.5,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GB","NEA",2,2,"9468. TONE11SUM:3031568:29","9229. 3031568",236
"3041","3031571.2012.13",6.757,"TONE12SPR",5,2,1,NA,"",NA,NA,3,3.25,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GB","NEA",2,5,"9471. TONE12SPR:3031571:12","9232. 3031571",100
"3042","3031571.2012.38",7.148,"TONE12FAL",6,2,3,20.061,"yes",5,1,3.358,3,3,100,28624,"PIWH",-9999,-9999,41.44454956,-69.15692139,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/7",350,-9999,"GB","NEA",2,4,"2294. TONE12FAL:3031571:37","2279. 3031571",300
"3043","3031571.2012.38",7.148,"TONE12FAL",6,2,3,20.061,"yes",5,1,3.358,3,3,100,28624,"PIWH",-9999,-9999,41.44454956,-69.15692139,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/7",350,-9999,"GB","NEA",2,4,"2294. TONE12FAL:3031571:37","2279. 3031571",300
"3044","3031572.2012.13",3.485,"TONE12SPR",5,2,1,NA,"",NA,NA,3,3.25,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GOM","NEA",2,5,"9476. TONE12SPR:3031572:12","9237. 3031572",100
"3045","3031572.2012.38",3.098,"TONE12FAL",6,2,3,NA,"",NA,NA,3.559,2.934,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GOM","NEA",2,4,"9477. TONE12FAL:3031572:37","9238. 3031572",300
"3046","3031577.2012.14",10.168,"TONE12SPR",5,2,1,NA,"",NA,NA,2,3,2,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GB","NEA",2,5,"9492. TONE12SPR:3031577:13","9253. 3031577",108
"3047","3031577.2012.38",10.169,"TONE12FAL",6,2,3,NA,"",NA,NA,3.893,2.254,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GB","NEA",2,4,"9491. TONE12FAL:3031577:37","9252. 3031577",300
"3048","3031580.2012.17",10.152,"TONE12SPR",5,2,1,NA,"",NA,NA,3.3,2.878,1.498,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GB","NEA",2,5,"9497. TONE12SPR:3031580:16","9258. 3031580",132
"3049","3031580.2011.30",10.15,"TONE11SUM",3,2,2,NA,"",NA,NA,1,3.5,1,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GB","NEA",2,2,"9499. TONE11SUM:3031580:29","9260. 3031580",236
"3050","3031583.2012.14",10.145,"TONE12SPR",5,2,1,16.619,"yes",50,2,1.979,3.686,3,100,29195,"HAPO",-9999,-9999,41.33654785,-67.75120544,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","L/10",250,-9999,"GB","NEA",2,5,"2450. TONE12SPR:3031583:13","2434. 3031583",108
"3051","3031583.2012.14",10.145,"TONE12SPR",5,2,1,16.619,"yes",50,2,1.979,3.686,3,100,29195,"HAPO",-9999,-9999,41.33654785,-67.75120544,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","L/10",250,-9999,"GB","NEA",2,5,"2450. TONE12SPR:3031583:13","2434. 3031583",108
"3052","3031583.2011.30",9.614,"TONE11SUM",3,2,2,NA,"",NA,NA,1,3.5,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GB","NEA",2,2,"9502. TONE11SUM:3031583:29","9263. 3031583",236
"3053","3031583.2012.38",10.142,"TONE12FAL",6,2,3,NA,"",NA,NA,2.8,3.25,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GB","NEA",2,4,"9500. TONE12FAL:3031583:37","9261. 3031583",300
"3054","3031589.2012.12",10.139,"TONE12SPR",5,2,1,NA,"",NA,NA,2.8,3,2,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GB","NEA",2,5,"9511. TONE12SPR:3031589:11","9270. 3031589",92
"3055","3031589.2012.15",10.136,"TONE12SPR",5,2,1,NA,"",NA,NA,2.695,2,2,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GB","NEA",2,5,"9510. TONE12SPR:3031589:14","9269. 3031589",116
"3056","3031589.2012.39",10.138,"TONE12FAL",6,2,3,NA,"",NA,NA,3.8,2.5,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GB","NEA",2,4,"9509. TONE12FAL:3031589:38","3181. 3031589",308
"3057","3031595.2012.17",10.193,"TONE12SPR",5,2,1,NA,"",NA,NA,2.477,2.5,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SB","NEA",2,5,"9513. TONE12SPR:3031595:16","9272. 3031595",132
"3058","3031595.2012.39",9.692,"TONE12FAL",6,2,3,NA,"",NA,NA,3.4,3,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SB","NEA",2,4,"9514. TONE12FAL:3031595:38","9273. 3031595",308
"3059","3031596.2011.28",10.002,"HB1103",4,1,2,11.954,"yes",8,NA,1.117,3,0.572,100,10919,"HUWH",-9999,-9999,41.30392,-66.24559,-9999,"-9999","-9999","-9999","-9999",0.2,-9999,"-9999","4",260,-9999,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3060","3031596.2011.28",10.002,"HB1103",4,1,2,12.278,"yes",7,NA,1.117,3,0.572,100,10933,"FIWH",1,0,41.24997,-66.25259,1,"upper","PD1","FLUKING","Animal",0.2,2181.078,"","4",NA,2,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3061","3031596.2011.28",10.002,"HB1103",4,1,2,12.098,"yes",7,NA,1.117,3,0.572,100,10927,"FIWH",1,1,41.27987,-66.2487,1,"upper","KQ1","SWIMMING","Animal",0.2,548.7628,"","4",10,2,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3062","3031596.2011.28",10.002,"HB1103",4,1,2,12.057,"yes",8,NA,1.117,3,0.572,100,10924,"FISE",2,0,41.28678,-66.24777,2,"lower","GF2","SWIMMING","Blow",0.2,340.462,"","4",NA,1,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3063","3031596.2011.28",10.002,"HB1103",4,1,2,12.057,"yes",8,NA,1.117,3,0.572,100,10924,"FISE",2,1,41.28678,-66.24777,1,"upper","GF2","SWIMMING","Blow",0.2,340.462,"","4",NA,1,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3064","3031596.2011.28",10.002,"HB1103",4,1,2,12.098,"yes",7,NA,1.117,3,0.572,100,10927,"FIWH",1,1,41.27987,-66.2487,2,"lower","IB1","SWIMMING","Animal",0.2,548.7628,"","4",10,2,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3065","3031596.2011.28",10.002,"HB1103",4,1,2,12.083,"yes",8,NA,1.117,3,0.572,100,10926,"FIWH",1,1,41.28242,-66.24836,2,"lower","PD1","SWIMMING","Blow",0.2,2037.467,"","4",150,4,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3066","3031596.2011.28",10.002,"HB1103",4,1,2,12.278,"yes",7,NA,1.117,3,0.572,100,10933,"FIWH",1,1,41.24997,-66.25259,2,"lower","PD1","FLUKING","Animal",0.2,2181.078,"","4",NA,2,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3067","3031596.2011.28",10.002,"HB1103",4,1,2,11.934,"yes",8,NA,1.117,3,0.572,100,10918,"FISE",2,1,41.30728,-66.24524,1,"upper","GF2","SWIMMING","Blow",0.2,5320.606,"","4",NA,2,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3068","3031596.2011.28",10.002,"HB1103",4,1,2,12.069,"yes",8,NA,1.117,3,0.572,100,10925,"FIWH",1,1,41.28479,-66.24802,1,"upper","GF2","SWIMMING","Blow",0.2,589.7579,"","4",270,1,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3069","3031596.2011.28",10.002,"HB1103",4,1,2,11.934,"yes",8,NA,1.117,3,0.572,100,10918,"FISE",2,0,41.30728,-66.24524,2,"lower","GF2","SWIMMING","Blow",0.2,5320.606,"","4",NA,2,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3070","3031596.2011.28",10.002,"HB1103",4,1,2,12.164,"yes",7,NA,1.117,3,0.572,100,10930,"SEWH",-9999,-9999,41.2689,-66.25024,-9999,"-9999","-9999","-9999","-9999",0.2,-9999,"-9999","4",100,-9999,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3071","3031596.2011.28",10.002,"HB1103",4,1,2,12.304,"yes",7,NA,1.117,3,0.572,100,10937,"FIWH",1,1,41.24571,-66.25295,2,"lower","PD1","MILLING","Blow",0.2,2018.109,"","4",NA,3,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3072","3031596.2011.28",10.002,"HB1103",4,1,2,11.907,"yes",8,NA,1.117,3,0.572,100,10916,"MIWH",-9999,-9999,41.31186,-66.2448,-9999,"-9999","-9999","-9999","-9999",0.2,-9999,"-9999","4",190,-9999,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3073","3031596.2011.28",10.002,"HB1103",4,1,2,11.907,"yes",8,NA,1.117,3,0.572,100,10916,"MIWH",-9999,-9999,41.31186,-66.2448,-9999,"-9999","-9999","-9999","-9999",0.2,-9999,"-9999","4",190,-9999,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3074","3031596.2011.28",10.002,"HB1103",4,1,2,12.083,"yes",8,NA,1.117,3,0.572,100,10926,"FIWH",1,0,41.28242,-66.24836,1,"upper","PD1","SWIMMING","Blow",0.2,2037.467,"","4",150,4,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3075","3031596.2011.28",10.002,"HB1103",4,1,2,12.26,"yes",7,NA,1.117,3,0.572,100,10932,"HUWH",-9999,-9999,41.25304,-66.25226,-9999,"-9999","-9999","-9999","-9999",0.2,-9999,"-9999","4",NA,-9999,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3076","3031596.2011.28",10.002,"HB1103",4,1,2,12.304,"yes",7,NA,1.117,3,0.572,100,10937,"FIWH",1,0,41.24571,-66.25295,1,"upper","PD1","MILLING","Blow",0.2,2018.109,"","4",NA,3,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3077","3031596.2011.28",10.002,"HB1103",4,1,2,12.176,"yes",7,NA,1.117,3,0.572,100,10931,"FIWH",1,1,41.26696,-66.25048,1,"upper","DE1","SWIMMING","Animal",0.2,2649.2,"","4",280,1,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3078","3031596.2011.28",10.002,"HB1103",4,1,2,11.916,"yes",8,NA,1.117,3,0.572,100,10917,"UNMW",-9999,-9999,41.31036,-66.24494,-9999,"-9999","-9999","-9999","-9999",0.2,-9999,"-9999","4",NA,-9999,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3079","3031596.2011.28",10.002,"HB1103",4,1,2,11.954,"yes",8,NA,1.117,3,0.572,100,10919,"HUWH",-9999,-9999,41.30392,-66.24559,-9999,"-9999","-9999","-9999","-9999",0.2,-9999,"-9999","4",260,-9999,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3080","3031596.2011.28",10.002,"HB1103",4,1,2,12.069,"yes",8,NA,1.117,3,0.572,100,10925,"FIWH",1,0,41.28479,-66.24802,2,"lower","GF2","SWIMMING","Blow",0.2,589.7579,"","4",270,1,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3081","3031596.2011.28",10.002,"HB1103",4,1,2,12.164,"yes",7,NA,1.117,3,0.572,100,10930,"SEWH",-9999,-9999,41.2689,-66.25024,-9999,"-9999","-9999","-9999","-9999",0.2,-9999,"-9999","4",100,-9999,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3082","3031596.2011.28",10.002,"HB1103",4,1,2,12.019,"yes",8,NA,1.117,3,0.572,100,10923,"FIWH",1,0,41.29313,-66.24693,2,"lower","GF2","SWIMMING","Blow",0.2,1911.533,"","4",340,2,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3083","3031596.2011.28",10.002,"HB1103",4,1,2,12.019,"yes",8,NA,1.117,3,0.572,100,10923,"FIWH",1,1,41.29313,-66.24693,1,"upper","GF2","SWIMMING","Blow",0.2,1911.533,"","4",340,2,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3084","3031596.2011.28",10.002,"HB1103",4,1,2,12.131,"yes",7,NA,1.117,3,0.572,100,10929,"FIWH",1,1,41.27439,-66.24945,2,"lower","PD1","SWIMMING","Animal",0.2,2037.467,"","4",350,3,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3085","3031596.2011.28",10.002,"HB1103",4,1,2,12.26,"yes",7,NA,1.117,3,0.572,100,10932,"HUWH",-9999,-9999,41.25304,-66.25226,-9999,"-9999","-9999","-9999","-9999",0.2,-9999,"-9999","4",NA,-9999,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3086","3031596.2011.28",10.002,"HB1103",4,1,2,12.293,"yes",7,NA,1.117,3,0.572,100,10936,"FISE",2,1,41.24758,-66.2528,2,"lower","PD1","SWIMMING","Animal",0.2,1361.641,"","4",0,1,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3087","3031596.2011.28",10.002,"HB1103",4,1,2,12.176,"yes",7,NA,1.117,3,0.572,100,10931,"FIWH",1,1,41.26696,-66.25048,2,"lower","PD1","SWIMMING","Animal",0.2,2649.2,"","4",280,1,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3088","3031596.2011.28",10.002,"HB1103",4,1,2,11.916,"yes",8,NA,1.117,3,0.572,100,10917,"UNMW",-9999,-9999,41.31036,-66.24494,-9999,"-9999","-9999","-9999","-9999",0.2,-9999,"-9999","4",NA,-9999,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3089","3031596.2011.28",10.002,"HB1103",4,1,2,11.956,"yes",8,NA,1.117,3,0.572,100,10920,"FIWH",1,1,41.3036,-66.24563,1,"upper","GF2","SWIMMING","Animal",0.2,3793.728,"","4",180,1,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3090","3031596.2011.28",10.002,"HB1103",4,1,2,11.895,"yes",8,NA,1.117,3,0.572,100,10915,"WSDO",-9999,-9999,41.31382,-66.2446,-9999,"-9999","-9999","-9999","-9999",0.2,-9999,"-9999","4",250,-9999,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3091","3031596.2011.28",10.002,"HB1103",4,1,2,12.012,"yes",8,NA,1.117,3,0.572,100,10922,"SEWH",-9999,-9999,41.29416,-66.2468,-9999,"-9999","-9999","-9999","-9999",0.2,-9999,"-9999","4",10,-9999,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3092","3031596.2011.28",10.002,"HB1103",4,1,2,12.279,"yes",7,NA,1.117,3,0.572,100,10934,"FIWH",1,0,41.24978,-66.2526,2,"lower","DE1","SWIMMING","Blow",0.2,4777.475,"","4",NA,1,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3093","3031596.2011.28",10.002,"HB1103",4,1,2,12.131,"yes",7,NA,1.117,3,0.572,100,10929,"FIWH",1,0,41.27439,-66.24945,1,"upper","PD1","SWIMMING","Animal",0.2,2037.467,"","4",350,3,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3094","3031596.2011.28",10.002,"HB1103",4,1,2,12.279,"yes",7,NA,1.117,3,0.572,100,10934,"FIWH",1,1,41.24978,-66.2526,1,"upper","DE1","SWIMMING","Blow",0.2,4777.475,"","4",NA,1,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3095","3031596.2011.28",10.002,"HB1103",4,1,2,11.956,"yes",8,NA,1.117,3,0.572,100,10920,"FIWH",1,0,41.3036,-66.24563,2,"lower","GF2","SWIMMING","Animal",0.2,3793.728,"","4",180,1,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3096","3031596.2011.28",10.002,"HB1103",4,1,2,12.116,"yes",7,NA,1.117,3,0.572,100,10928,"FIWH",1,1,41.27697,-66.24909,1,"upper","DE1","SWIMMING","Blow",0.2,416.0602,"","4",90,2,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3097","3031596.2011.28",10.002,"HB1103",4,1,2,11.895,"yes",8,NA,1.117,3,0.572,100,10915,"WSDO",-9999,-9999,41.31382,-66.2446,-9999,"-9999","-9999","-9999","-9999",0.2,-9999,"-9999","4",250,-9999,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3098","3031596.2011.28",10.002,"HB1103",4,1,2,12.293,"yes",7,NA,1.117,3,0.572,100,10936,"FISE",2,0,41.24758,-66.2528,1,"upper","PD1","SWIMMING","Animal",0.2,1361.641,"","4",0,1,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3099","3031596.2011.28",10.002,"HB1103",4,1,2,12.012,"yes",8,NA,1.117,3,0.572,100,10922,"SEWH",-9999,-9999,41.29416,-66.2468,-9999,"-9999","-9999","-9999","-9999",0.2,-9999,"-9999","4",10,-9999,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3100","3031596.2011.28",10.002,"HB1103",4,1,2,12.116,"yes",7,NA,1.117,3,0.572,100,10928,"FIWH",1,0,41.27697,-66.24909,2,"lower","DE1","SWIMMING","Blow",0.2,416.0602,"","4",90,2,"SB","NES",1,1,"858. HB1103:3031596:27","855. 3031596",220
"3101","3031596.2013.29",10.005,"HB1303",7,1,2,22.004,"yes",6,NA,2.607,3,1.022,100,12558,"STDO",-9999,-9999,41.23057,-66.25415,-9999,"-9999","-9999","-9999","-9999",0.6,-9999,"-9999","4",10,-9999,"SB","NES",1,2,"857. HB1303:3031596:28","854. 3031596",228
"3102","3031596.2013.29",10.005,"HB1303",7,1,2,21.944,"yes",6,NA,2.607,3,1.022,100,12557,"FIWH",1,0,41.24131,-66.25312,1,"upper","PD1 ","MILLING","Blow",0.6,1165.946,"","4",NA,2,"SB","NES",1,2,"857. HB1303:3031596:28","854. 3031596",228
"3103","3031596.2013.29",10.005,"HB1303",7,1,2,21.767,"yes",6,NA,2.607,3,1.022,100,12555,"HUWH",-9999,-9999,41.27373,-66.25048,-9999,"-9999","-9999","-9999","-9999",0.6,-9999,"-9999","4",100,-9999,"SB","NES",1,2,"857. HB1303:3031596:28","854. 3031596",228
"3104","3031596.2013.29",10.005,"HB1303",7,1,2,21.642,"yes",6,NA,2.607,3,1.022,100,12552,"STDO",-9999,-9999,41.2966,-66.24868,-9999,"-9999","-9999","-9999","-9999",0.6,-9999,"-9999","4",80,-9999,"SB","NES",1,2,"857. HB1303:3031596:28","854. 3031596",228
"3105","3031596.2013.29",10.005,"HB1303",7,1,2,21.769,"yes",6,NA,2.607,3,1.022,100,12671,"BODO",-9999,-9999,41.27348,-66.2505,-9999,"-9999","-9999","-9999","-9999",0.6,-9999,"-9999","4",328,-9999,"SB","NES",1,2,"857. HB1303:3031596:28","854. 3031596",228
"3106","3031596.2013.29",10.005,"HB1303",7,1,2,21.642,"yes",6,NA,2.607,3,1.022,100,12552,"STDO",-9999,-9999,41.2966,-66.24868,-9999,"-9999","-9999","-9999","-9999",0.6,-9999,"-9999","4",80,-9999,"SB","NES",1,2,"857. HB1303:3031596:28","854. 3031596",228
"3107","3031596.2013.29",10.005,"HB1303",7,1,2,21.944,"yes",6,NA,2.607,3,1.022,100,12557,"FIWH",1,1,41.24131,-66.25312,2,"lower","PD1 ","MILLING","Blow",0.6,1165.946,"","4",NA,2,"SB","NES",1,2,"857. HB1303:3031596:28","854. 3031596",228
"3108","3031596.2013.29",10.005,"HB1303",7,1,2,21.769,"yes",6,NA,2.607,3,1.022,100,12671,"BODO",-9999,-9999,41.27348,-66.2505,-9999,"-9999","-9999","-9999","-9999",0.6,-9999,"-9999","4",328,-9999,"SB","NES",1,2,"857. HB1303:3031596:28","854. 3031596",228
"3109","3031596.2013.29",10.005,"HB1303",7,1,2,22.004,"yes",6,NA,2.607,3,1.022,100,12558,"STDO",-9999,-9999,41.23057,-66.25415,-9999,"-9999","-9999","-9999","-9999",0.6,-9999,"-9999","4",10,-9999,"SB","NES",1,2,"857. HB1303:3031596:28","854. 3031596",228
"3110","3031596.2013.29",10.005,"HB1303",7,1,2,21.608,"yes",6,NA,2.607,3,1.022,100,12553,"HUWH",-9999,-9999,41.30279,-66.24828,-9999,"-9999","-9999","-9999","-9999",0.6,-9999,"-9999","4",90,-9999,"SB","NES",1,2,"857. HB1303:3031596:28","854. 3031596",228
"3111","3031596.2013.29",10.005,"HB1303",7,1,2,21.767,"yes",6,NA,2.607,3,1.022,100,12555,"HUWH",-9999,-9999,41.27373,-66.25048,-9999,"-9999","-9999","-9999","-9999",0.6,-9999,"-9999","4",100,-9999,"SB","NES",1,2,"857. HB1303:3031596:28","854. 3031596",228
"3112","3031596.2013.29",10.005,"HB1303",7,1,2,21.608,"yes",6,NA,2.607,3,1.022,100,12669,"STDO",-9999,-9999,41.30284,-66.24827,-9999,"-9999","-9999","-9999","-9999",0.6,-9999,"-9999","4",270,-9999,"SB","NES",1,2,"857. HB1303:3031596:28","854. 3031596",228
"3113","3031596.2013.29",10.005,"HB1303",7,1,2,21.608,"yes",6,NA,2.607,3,1.022,100,12553,"HUWH",-9999,-9999,41.30279,-66.24828,-9999,"-9999","-9999","-9999","-9999",0.6,-9999,"-9999","4",90,-9999,"SB","NES",1,2,"857. HB1303:3031596:28","854. 3031596",228
"3114","3031596.2013.29",10.005,"HB1303",7,1,2,21.608,"yes",6,NA,2.607,3,1.022,100,12669,"STDO",-9999,-9999,41.30284,-66.24827,-9999,"-9999","-9999","-9999","-9999",0.6,-9999,"-9999","4",270,-9999,"SB","NES",1,2,"857. HB1303:3031596:28","854. 3031596",228
"3115","3031601.2012.14",1.246,"TONE12SPR",5,2,1,NA,"",NA,NA,3.281,2,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"OUT","NEA",2,5,"9515. TONE12SPR:3031601:13","9274. 3031601",108
"3116","3031601.2012.41",1.445,"TONE12FAL",6,2,3,NA,"",NA,NA,2.3,3,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"OUT","NEA",2,4,"9516. TONE12FAL:3031601:40","9275. 3031601",324
"3117","3031606.2011.27",10.007,"HB1103",4,1,2,16.907,"yes",4,NA,3.731,2.692,0.692,100,10781,"GOBW",-9999,-9999,41.1434,-65.00482,-9999,"-9999","-9999","-9999","-9999",0.3,-9999,"-9999","22",200,-9999,"OUT","NES",1,1,"861. HB1103:3031606:26","858. 3031606",212
"3118","3031606.2011.27",10.007,"HB1103",4,1,2,16.907,"yes",4,NA,3.731,2.692,0.692,100,10781,"GOBW",-9999,-9999,41.1434,-65.00482,-9999,"-9999","-9999","-9999","-9999",0.3,-9999,"-9999","22",200,-9999,"OUT","NES",1,1,"861. HB1103:3031606:26","858. 3031606",212
"3119","3031606.2011.27",10.007,"HB1103",4,1,2,17.159,"yes",5,NA,3.731,2.692,0.692,100,10783,"GOBW",-9999,-9999,41.18593,-65.00101,-9999,"-9999","-9999","-9999","-9999",0.3,-9999,"-9999","22",170,-9999,"OUT","NES",1,1,"861. HB1103:3031606:26","858. 3031606",212
"3120","3031606.2011.27",10.007,"HB1103",4,1,2,17.159,"yes",5,NA,3.731,2.692,0.692,100,10783,"GOBW",-9999,-9999,41.18593,-65.00101,-9999,"-9999","-9999","-9999","-9999",0.3,-9999,"-9999","22",170,-9999,"OUT","NES",1,1,"861. HB1103:3031606:26","858. 3031606",212
"3121","3031606.2013.29",10.005,"HB1303",7,1,2,12.241,"yes",1,NA,3,3,3,100,12534,"STDO",-9999,-9999,41.21079,-64.99613,-9999,"-9999","-9999","-9999","-9999",0.2,-9999,"-9999","22",278,-9999,"OUT","NES",1,2,"860. HB1303:3031606:28","857. 3031606",228
"3122","3031606.2013.29",10.005,"HB1303",7,1,2,12.241,"yes",1,NA,3,3,3,100,12534,"STDO",-9999,-9999,41.21079,-64.99613,-9999,"-9999","-9999","-9999","-9999",0.2,-9999,"-9999","22",278,-9999,"OUT","NES",1,2,"860. HB1303:3031606:28","857. 3031606",228
"3123","3031793.2011.31",4.541,"TONE11SUM",3,2,2,NA,"",NA,NA,1.8,4,3,89.443203,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"MAB","NEA",2,2,"9518. TONE11SUM:3031793:30","9277. 3031793",244
"3124","3031793.2012.39",5.101,"TONE12FAL",6,2,3,NA,"",NA,NA,2.8,3,3,89.443203,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"MAB","NEA",2,4,"9517. TONE12FAL:3031793:38","9276. 3031793",308
"3125","3031794.2011.31",6.034,"TONE11SUM",3,2,2,NA,"",NA,NA,2.164,2.351,3,92.993667,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"MAB","NEA",2,2,"9525. TONE11SUM:3031794:30","9284. 3031794",244
"3126","3031794.2012.39",14.514,"TONE12FAL",6,2,3,NA,"",NA,NA,3.977,2.346,1.692,92.993667,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"MAB","NEA",2,4,"9521. TONE12FAL:3031794:38","9280. 3031794",308
"3127","3031795.2011.31",9.361,"TONE11SUM",3,2,2,NA,"",NA,NA,2.166,3.203,3,99.217726,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"MAB","NEA",2,2,"9531. TONE11SUM:3031795:30","9290. 3031795",244
